suhu,kelembaban,curah_hujan
21.8,94.0,0.5
22.1,84.23055708180709,0.0
24.0,85.0,3.44
23.9,84.0,8.0
23.5,87.0,10.2
22.7,87.0,5.0
20.8,95.0,7.6
24.4,82.0,7.6800000000000015
23.5,81.0,0.0
23.6,78.0,0.0
23.3,78.0,0.0
20.8,83.0,0.0
23.8,88.0,32.980000000000004
24.5,80.0,0.0
24.7,82.0,1.7100000000000002
22.8,89.0,0.1
20.2,96.0,1.5
24.6,83.0,1.8
24.5,86.0,1.0
25.4,83.0,1.3300000000000003
25.0,87.0,2.91
22.6,94.0,1.0
25.2,84.0,1.8
24.5,88.0,9.5
23.0,93.0,31.4
24.6,84.0,2.5
22.96,82.44,0.9
22.4,94.0,41.2
23.3,89.0,53.0
23.4,89.0,38.22
22.9,90.0,0.6
21.0,98.0,2.0
23.6,90.0,51.8
24.0,83.0,0.0
24.7,81.0,0.11000000000000001
24.3,84.0,14.793333333333333
20.550000000000004,97.0,52.06
22.3,94.0,27.8
21.3,94.0,27.0
23.1,93.0,23.6
22.0,94.0,2.3
20.4,96.0,2.1
24.2,84.0,0.2
22.5,89.0,2.798
23.2,85.0,12.0
23.8,85.0,0.3
20.4,95.0,6.45
23.6,88.0,17.2
23.2,89.0,15.0
22.3,91.0,5.749833333333333
22.2,94.0,11.7
22.09,93.5,38.6
22.6,92.0,10.2
22.4,91.0,0.0
22.6,93.0,0.0
21.8,95.0,21.0
21.330000000000002,94.6,23.7
22.8,91.0,38.4
22.1,94.0,12.3
23.1,92.0,16.5
22.7,90.0,6.9380952380952365
22.1,84.23055708180709,0.0
21.7,97.0,41.2
22.4,92.0,0.0
22.1,94.0,24.0
23.3,93.0,59.2
21.6,98.0,2.7
23.5,92.0,1.1
20.2,98.0,29.4
22.8,94.0,2.6
22.2,94.0,5.5
20.6,96.0,38.2
24.1,88.0,14.835000000000003
25.1,84.0,0.0
23.2,92.0,24.5
23.8,89.0,9.5
20.8,95.0,14.379999999999999
22.5,92.0,8.925
22.680000000000003,88.0,64.0
22.09,92.0,39.0
21.37,91.0,3.8
22.1,84.23055708180709,0.0
24.5,88.0,1.6
23.8,90.0,0.0
22.38,92.0,8.5
20.499999999999996,97.0,69.2
21.6,98.0,21.7
23.9,92.0,34.9
21.960000000000004,89.0,5.5
24.5,88.0,6.416666666666666
22.2,92.0,13.0
22.0,93.0,140.7
23.3,90.0,1.4
22.72,76.0,8.7
21.8,90.0,3.0
21.7,94.0,64.6
24.5,84.0,38.6
23.9,88.0,3.1
24.5,85.0,2.3
24.2,84.0,6.42
23.5,86.0,29.48
23.7,87.0,0.0
22.5,93.0,2.4
22.3,92.0,32.3
23.6,90.0,16.0
24.2,87.0,5.5
20.4,96.0,5.5
23.6,83.0,1.6800000000000002
23.2,88.0,4.983333333333333
23.1,91.0,38.583571428571425
23.4,90.0,1.5
23.5,90.0,7.3
25.6,84.0,1.1800000000000002
23.5,92.0,0.0
24.2,91.0,71.0
25.4,83.0,1.3300000000000003
22.0,92.0,55.342166666666664
24.0,90.0,35.0
23.7,88.0,91.6
22.9,95.0,1.5
24.1,90.0,29.4
21.5,99.0,29.0
23.0,93.0,4.7
22.3,94.0,4.6
24.8,86.0,8.55
24.5,83.0,2.5
23.2,88.0,4.983333333333333
24.1,88.0,19.6
24.4,84.0,15.126666666666665
23.0,94.0,4.0
24.0,86.0,20.0
22.5,89.0,0.4
25.7,79.0,0.1
22.8,91.0,0.0
23.4,90.0,42.0
23.9,90.0,2.0
21.0,98.0,29.7
22.3,96.0,36.339999999999996
24.2,88.0,11.2
23.6,88.0,14.209999999999999
24.7,84.0,5.64
21.4,96.0,1.5
25.0,79.0,0.2
24.9,82.0,0.0
24.3,87.0,4.24
24.9,77.0,0.0
22.2,82.0,0.0
25.4,74.0,0.0
23.0,82.0,0.0
23.8,78.0,0.0
24.0,83.0,0.0
22.1,84.23055708180709,0.0
24.4,82.0,7.4
24.6,82.0,3.0100000000000007
24.2,78.0,0.05
23.1,79.0,0.0
20.4,93.0,25.25
24.4,72.0,1.5
24.1,79.0,0.0
24.5,76.0,0.15
24.2,83.0,1.8
20.2,96.0,5.4
23.7,79.0,0.0
23.9,82.0,7.07
23.3,79.0,0.0
23.7,81.0,0.44666666666666666
24.6,80.0,0.18
24.7,81.0,0.0
23.8,82.0,2.28
23.8,78.0,0.0
24.3,77.0,0.0
22.6,85.0,0.8099999999999999
24.4,78.0,0.74
24.9,78.0,0.0
26.1,76.0,0.0
21.69,90.2,2.5
22.15,85.5,27.0
24.2,81.0,0.2
22.1,84.23055708180709,0.0
22.550833333333333,93.1,1.0
23.8,81.0,0.44666666666666666
23.8,84.0,4.700000000000001
20.2,96.0,2.9300000000000006
21.779999999999998,93.3,1.5
24.4,80.0,0.74
21.58,93.6,18.5
23.7,85.0,13.0
22.5,94.0,5.9
22.580000000000002,89.9,26.5
22.5,87.0,9.643333333333333
23.4,83.0,0.9
20.0,91.0,7.2559999999999985
22.6,79.0,2.9650000000000003
22.4,75.0,0.0
22.4,77.0,0.54
22.9,72.0,1.3599999999999999
21.2,88.0,0.0
23.2,85.0,6.959999999999999
22.3,92.0,1.0
24.390000000000004,84.0,15.126666666666665
21.0,91.0,1.7
22.5,90.0,7.0
23.4,83.0,0.9
23.4,87.0,0.0
23.7,74.0,0.0
23.0,85.0,2.2800000000000002
19.8,98.0,12.0
22.0,91.0,15.0
21.8,83.0,0.0
22.9,82.0,0.0
22.6,81.0,11.0
22.1,84.23055708180709,0.0
21.2,82.14523809523811,0.0
23.1,81.79683732933732,0.0
20.7,88.2147619047619,0.0
20.2,86.60666666666665,0.0
19.3,80.8,0.0
19.9,83.04523809523809,0.0
21.7,85.6772619047619,0.0
20.1,83.3,0.0
20.5,82.0,0.0
21.7,79.0,0.0
21.4,85.69734126984127,0.0
20.3,86.50666666666666,0.0
20.2,86.60666666666665,0.0
20.5,85.0,0.0
20.8,84.0,0.0
21.2,82.14523809523811,0.0
21.7,85.6772619047619,0.0
19.8,86.94095238095238,0.0
21.6,80.0,0.0
21.6,83.0,0.0
21.4,85.69734126984127,0.0
21.6,82.8849988899989,0.0
22.6,87.19954545454546,0.0
21.8,92.0,48.5
21.9,93.0,162.0
20.5,89.6,2.5
20.6,83.91499999999999,0.0
19.6,86.94095238095238,0.0
20.6,89.0,0.0
21.6,82.8849988899989,0.0
21.8,85.67083333333333,0.0
22.1,84.23055708180709,0.0
22.1,84.23055708180709,0.0
21.0,75.0,0.0
19.4,80.8,0.0
20.7,88.2147619047619,0.0
21.2,82.14523809523811,0.0
20.7,88.2147619047619,0.0
21.1,82.0,0.0
21.8,85.67083333333333,0.0
21.2,82.14523809523811,0.0
22.0,84.69677128427129,0.0
21.4,85.69734126984127,0.0
21.2,78.0,0.0
22.0,84.69677128427129,0.0
21.8,85.67083333333333,0.0
22.2,82.76635225885227,0.0
23.2,72.75031746031746,0.0
22.5,78.0,0.0
22.2,82.76635225885227,0.0
22.0,84.69677128427129,0.0
21.3,87.60912698412699,0.0
20.9,83.3875,0.0
22.1,76.0,0.0
21.8,85.67083333333333,0.0
21.2,82.14523809523811,0.0
23.7,78.70811965811966,0.0
24.2,73.0,0.0
23.6,80.62595238095238,0.0
23.2,72.75031746031746,0.0
23.5,78.03833333333333,0.0
23.8,78.56376984126983,0.0
23.8,78.56376984126983,0.0
23.5,83.925,0.1
23.0,86.63734126984127,0.0
22.7,88.53506493506492,0.3
22.2,82.76635225885227,0.0
22.1,84.23055708180709,0.0
21.4,76.0,0.0
21.3,87.60912698412699,0.0
20.5,83.22333333333333,0.0
21.8,85.67083333333333,0.0
22.7,87.5232683982684,0.0
22.2,76.0,0.0
21.8,85.67083333333333,0.0
21.8,85.67083333333333,0.0
21.3,87.60912698412699,0.0
22.1,94.9,47.0
21.6,91.0,0.0
22.3,90.8,16.0
23.4,82.96666666666667,0.4
24.0,80.8,0.0
23.5,78.03833333333333,0.0
24.9,69.0,0.0
24.3,75.77515151515152,0.0
23.5,78.03833333333333,0.0
23.5,78.03833333333333,0.0
23.6,80.62595238095238,0.0
23.6,77.0,0.0
22.1,84.23055708180709,0.0
23.6,80.62595238095238,0.0
22.4,82.24,0.32
24.2,80.32000000000001,0.5
24.9,58.0,0.0
24.0,80.8,0.0
24.9,73.59615079365079,0.0
24.2,80.11000000000001,0.0
23.1,81.79683732933732,0.0
22.8,78.0,0.0
22.3,81.6921645021645,0.0
23.0,86.63734126984127,0.0
23.8,78.56376984126983,0.0
23.4,76.52821428571428,0.0
23.3,84.0,0.0
22.6,87.19954545454546,0.0
22.7,90.5,6.8
22.7,87.5232683982684,0.0
23.1,81.79683732933732,0.0
23.0,81.0,1.1
23.3,87.2,27.0
24.5,75.08181818181818,0.0
23.9,74.24222222222221,0.0
23.5,78.03833333333333,0.0
24.5,69.0,0.0
24.1,75.2,0.0
23.0,86.63734126984127,0.0
22.3,89.9,17.5
23.0,78.3,1.2
22.5,86.0,1.6
23.4,76.52821428571428,0.0
23.8,80.295,0.1
22.9,83.02,0.0
24.8,72.72420634920636,0.0
24.5,81.0,0.1
23.9,74.24222222222221,0.0
23.3,79.86178571428572,0.0
24.3,75.77515151515152,0.0
24.1,75.2,0.0
25.0,75.0,0.0
24.0,80.8,0.0
23.7,78.70811965811966,0.0
23.3,88.7,23.6
24.1,89.2,2.0
24.3,89.0,0.1
23.8,78.56376984126983,0.0
23.8,78.56376984126983,0.0
23.2,72.75031746031746,0.0
23.6,90.0,40.5
23.6,90.0,10.8
23.0,91.9,4.2
23.1,92.0,40.4
23.3,87.3,29.5
22.9,89.0,13.338
23.2,90.0,4.5
22.1,91.4,16.8
21.7,93.0,23.0
21.6,90.7,10.5
23.2,90.3,92.1
23.4,86.0,0.1
22.8,82.18047619047618,0.0
20.7,93.9,119.0
22.0,91.7,80.0
23.2,82.8,9.040000000000001
22.1,90.3,3.6
22.9,89.06666666666668,12.0
21.6,95.6,28.8
21.9,92.0,99.5
21.4,94.3,23.5
22.5,83.20833333333334,3.5
22.0,91.8,4.5
21.3,96.0,18.4
23.2,85.5,3.2
22.5,90.8,8.5
22.0,94.0,12.5
22.7,88.9,15.8
22.6,90.9,13.0
21.9,92.1,81.0
20.9,95.7,8.5
21.0,94.3,55.0
22.0,93.1,41.8
22.1,91.9,13.5
23.1,77.2,0.3
22.6,87.19954545454546,0.0
21.8,90.5,8.4
22.2,92.0,0.1
22.0,91.9,84.4
21.7,94.0,36.1
20.6,96.0,33.5
22.4,90.0,34.8
20.8,96.0,0.0
20.8,95.9,45.0
21.2,90.9,3.2399999999999998
21.3,91.9,12.0
22.4,92.8,13.1
22.7,93.0,0.0
21.9,86.10176431411725,0.0
22.2,91.1,7.5
21.1,94.0,35.0
21.3,94.5,42.6
22.4,92.0,17.4
21.7,91.9,18.4
22.3,93.8,47.7
22.3,81.6921645021645,0.0
22.8,89.7,12.1
21.9,94.9,41.0
22.2,90.2,16.9
22.0,93.2,20.0
21.1,94.9,20.5
21.1,95.1,25.1
21.1,95.0,31.6
22.3,92.7,5.4
22.0,91.7,98.5
20.7,93.1,26.5
20.8,94.9,76.5
21.7,91.3,10.3
20.6,96.5,14.6
21.5,95.6,28.0
22.6,87.19954545454546,0.0
22.9,83.02,0.0
23.3,88.0,0.0
23.1,81.79683732933732,0.0
22.5,89.9,30.5
23.2,89.78333333333333,12.0
22.8,88.0,4.6
22.5,90.7,10.3
22.6,86.90333333333334,0.2
21.9,91.2,0.5
22.3,91.8,3.5
21.8,85.67083333333333,0.0
22.2,93.0,0.0
21.6,91.6,1.1
24.2,84.51904761904761,1.0
21.8,92.2,13.5
21.5,84.17061688311688,0.0
21.8,91.6,6.6
21.7,92.4,3.4
21.8,91.2,10.0
21.5,92.3,9.0
21.3,95.4,17.1
20.6,97.0,19.2
20.4,95.7,43.6
20.7,93.9,93.0
20.7,94.2,27.8
21.8,93.4,15.8
21.0,94.0,29.6
22.2,91.8,52.0
22.6,93.1,1.0
22.6,91.2,18.5
22.7,90.03784271284272,0.2
23.5,88.0,9.0
22.4,87.2084027084027,0.0
22.1,95.2,50.1
22.4,87.2084027084027,0.0
21.9,92.75,2.9
21.0,96.0,1.2
22.4,90.1,47.4
22.4,89.8,10.0
21.5,93.4,39.7
21.6,93.0,1.0
21.5,92.0,52.4
21.3,93.1,35.0
21.0,93.2,7.5
22.6,90.7,18.0
21.5,95.6,31.9
22.2,91.05,3.0
22.0,92.925,2.0
22.3,88.9,1.6
21.7,93.7,8.0
22.4,82.1,0.9
22.5,93.1,19.0
23.4,90.1,1.5
23.6,85.8,0.3
21.8,85.67083333333333,0.0
22.0,93.8,11.5
22.0,89.2,1.0
21.3,94.5,9.6
20.9,92.9,0.5
22.1,92.9,58.7
21.9,92.2,90.0
21.8,94.2,21.4
20.9,83.3875,0.0
20.5,94.9,1.8
21.8,92.0,4.0
22.1,84.23055708180709,0.0
22.9,84.0,3.0
22.1,84.23055708180709,0.0
21.6,82.8849988899989,0.0
23.1,90.2,54.0
23.0,86.63734126984127,0.0
22.2,82.76635225885227,0.0
22.6,90.9,12.8
21.7,85.6772619047619,0.0
20.8,96.2,52.0
22.0,92.8,58.3
22.2,82.76635225885227,0.0
22.6,87.19954545454546,0.0
21.2,92.4,2.0
21.8,92.0,4.0
22.7,88.6,1.2
21.1,90.4,3.4
21.7,85.6772619047619,0.0
21.0,89.65,1.0
22.2,92.1,12.0
22.4,87.2084027084027,0.0
22.4,87.8,8.0
21.1,83.3,0.0
22.1,84.23055708180709,0.0
22.2,90.53333333333333,16.0
22.4,87.2084027084027,0.0
22.5,85.99333333333333,0.0
23.5,78.03833333333333,0.0
22.2,82.76635225885227,0.0
23.1,88.4,10.0
22.5,90.3,1.0
20.7,96.0,11.0
21.4,93.0,7.2
21.7,91.6,10.0
21.8,93.5,22.5
21.2,94.1,45.3
21.2,92.1,54.0
21.0,94.3,67.6
22.0,91.9,40.5
22.0,91.7,109.0
22.4,87.2084027084027,0.0
21.0,93.0,7.0
21.9,90.3,24.1
22.2,82.76635225885227,0.0
22.3,92.2,24.207333333333334
20.6,95.8,5.5
21.6,93.6,16.3
22.3,92.5,26.0
20.6,96.8,8.0
22.0,94.0,11.0
21.3,87.60912698412699,0.0
23.0,90.2,26.5
22.2,82.76635225885227,0.0
22.6,87.19954545454546,0.0
22.8,93.5,2.5
22.5,83.31777777777778,0.2
22.3,81.6921645021645,0.0
21.5,84.17061688311688,0.0
22.5,85.99333333333333,0.0
22.3,92.2,24.207333333333334
21.5,84.17061688311688,0.0
22.1,90.0,1.5
21.5,94.7,27.3
22.0,84.69677128427129,0.0
22.8,90.1,28.5
22.1,84.23055708180709,0.0
22.5,85.99333333333333,0.0
22.8,82.18047619047618,0.0
21.7,85.6772619047619,0.0
22.4,88.2,23.5
21.6,93.4,82.5
20.2,97.9,18.3
20.3,86.50666666666666,0.0
20.1,83.3,0.0
20.8,85.85428571428571,0.0
21.3,93.3,38.5
20.9,95.375,2.0
20.8,85.85428571428571,0.0
21.3,87.60912698412699,0.0
22.4,87.2084027084027,0.0
22.3,89.3,9.5
22.2,82.76635225885227,0.0
21.1,83.3,0.0
21.5,90.6,36.55633333333334
20.8,85.85428571428571,0.0
21.5,84.17061688311688,0.0
21.2,82.14523809523811,0.0
21.6,91.6,12.3
21.2,92.8,4.5
21.0,84.98194444444445,0.0
23.1,85.95,2.0
21.0,95.3,46.0
20.3,86.50666666666666,0.0
19.3,80.8,0.0
20.4,86.20833333333333,0.0
21.6,82.8849988899989,0.0
22.1,84.23055708180709,0.0
20.9,83.3875,0.0
20.7,95.8,4.5
22.1,84.23055708180709,0.0
19.6,86.94095238095238,0.0
19.9,83.04523809523809,0.0
20.1,83.3,0.0
19.4,80.8,0.0
21.4,85.69734126984127,0.0
21.2,82.14523809523811,0.0
21.0,84.98194444444445,0.0
21.5,84.17061688311688,0.0
21.8,91.3,5.5
22.7,87.5232683982684,0.0
21.9,86.10176431411725,0.0
20.8,94.4,5.5
20.7,93.3,22.5
20.8,92.9,0.5
21.1,83.3,0.0
22.0,84.69677128427129,0.0
22.8,82.18047619047618,0.0
22.1,84.23055708180709,0.0
21.8,85.67083333333333,0.0
21.1,94.2,2.9
21.0,95.6,44.0
21.1,83.3,0.0
20.7,88.2147619047619,0.0
22.6,87.19954545454546,0.0
21.7,85.6772619047619,0.0
22.0,84.69677128427129,0.0
21.8,85.67083333333333,0.0
21.9,93.6,35.0
18.8,85.7,0.0
20.8,93.4,0.7
20.4,92.86666666666667,1.0
21.5,84.17061688311688,0.0
21.5,84.17061688311688,0.0
21.6,92.2,20.0
20.5,95.8,12.6
21.4,94.2,23.2
20.3,86.50666666666666,0.0
20.2,86.60666666666665,0.0
20.5,83.22333333333333,0.0
21.0,84.98194444444445,0.0
20.8,85.85428571428571,0.0
21.0,84.98194444444445,0.0
21.6,82.8849988899989,0.0
20.8,85.85428571428571,0.0
22.1,91.7,13.639333333333331
23.3,79.86178571428572,0.0
21.0,84.98194444444445,0.0
22.1,84.23055708180709,0.0
22.0,84.69677128427129,0.0
22.0,84.69677128427129,0.0
22.3,81.6921645021645,0.0
21.6,82.8849988899989,0.0
21.4,85.69734126984127,0.0
22.0,84.69677128427129,0.0
22.8,82.18047619047618,0.0
23.0,80.6,1.0
22.8,89.7,6.0
22.6,87.19954545454546,0.0
22.2,82.76635225885227,0.0
21.3,87.60912698412699,0.0
22.3,81.6921645021645,0.0
20.8,85.85428571428571,0.0
21.9,90.9,54.4
22.7,87.5232683982684,0.0
23.2,85.2,1.6
22.4,88.1,1.4
22.1,84.23055708180709,0.0
22.4,87.2084027084027,0.0
22.9,83.02,0.0
21.9,86.10176431411725,0.0
23.0,86.63734126984127,0.0
22.4,87.2084027084027,0.0
23.0,80.6,1.0
23.6,80.62595238095238,0.0
23.3,79.86178571428572,0.0
22.1,91.2,10.5
21.9,90.9,26.0
22.9,83.02,0.0
23.4,76.52821428571428,0.0
23.6,80.62595238095238,0.0
22.0,84.69677128427129,0.0
22.6,87.19954545454546,0.0
21.7,85.6772619047619,0.0
22.7,87.5232683982684,0.0
20.6,83.91499999999999,0.0
22.1,91.2,12.0
22.5,85.99333333333333,0.0
23.4,76.52821428571428,0.0
24.8,72.72420634920636,0.0
23.3,79.86178571428572,0.0
23.1,81.79683732933732,0.0
23.2,72.75031746031746,0.0
23.4,89.21666666666667,12.7
24.4,74.97515151515152,0.0
24.3,75.77515151515152,0.0
23.6,80.62595238095238,0.0
21.8,90.2,2.5
21.5,93.4,22.5
22.2,95.0,36.5
23.2,89.2,15.5
21.8,87.32916666666668,0.2
22.5,90.3,1.0
22.6,87.8,24.0
23.2,87.2,1.2
21.7,93.8,1.5
22.2,91.22666666666667,13.5
22.6,87.8,23.0
23.2,72.75031746031746,0.0
23.5,90.3,1.5
22.4,90.9,2.0
21.1,95.0,16.0
21.3,94.6,24.0
22.2,93.5,42.7
22.6,88.3,22.5
22.9,84.0,3.1
22.1,89.4,1.0
22.0,89.0,0.7
21.4,94.3,16.8
20.9,94.1,7.5
21.1,93.9,55.8
21.4,94.1,10.0
21.8,93.15,1.9
21.4,92.9,4.5
21.5,92.7,4.5
21.2,93.4,39.8
21.2,91.7,58.4
21.9,93.2,60.5
22.6,87.69121212121213,0.1
21.2,92.51666666666667,9.3
22.1,94.7,51.2
21.3,95.1,44.5
21.7,93.7,33.1
21.5,98.2,29.0
21.8,92.4,12.5
22.7,81.8,0.5
22.2,82.76635225885227,0.0
22.0,89.1,1.5
23.1,81.79683732933732,0.0
21.8,93.1,19.5
21.5,92.9,13.6
21.3,91.0,72.6
20.7,96.7,17.5
21.4,94.0,7.5
21.6,88.54999999999998,3.0
21.0,92.0,11.5
21.8,94.2,21.8
21.6,93.4,34.5
22.3,93.8,48.0
22.3,89.3,9.5
21.9,93.1,17.5
22.0,84.69677128427129,0.0
20.5,95.4,20.0
21.8,89.6,39.6
22.8,82.18047619047618,0.0
21.3,94.7,22.16
21.3,94.0,8.5
20.5,95.5,1.7
21.4,92.7,37.0
20.9,95.6,34.9
22.2,92.0,22.0
21.3,87.8,0.2
21.8,92.9,42.0
22.0,91.5,7.8
23.2,86.0,1.0
22.7,89.47117604617604,0.1
22.1,84.23055708180709,0.0
21.9,91.3,5.0
22.2,92.3,6.1
